"Mnemonic","OemCode","Manufacturer","Product","DMX in","DMX out","Are ports Physical","Is RDM supported","Website"
"OemShowTecN83","0x2876","Showtec","NET-8-3","8","8","y","n","http://www.highlite.nl/Shop/Products/Entertainment-Lighting/Lightcontrollers/DMX-Gear/NET-8_3?product_id=116879"
"OemShowTecPts96","0x2875","Showtec","Pixel Tube Set 96","1","0","y","n","http://www.highlite.nl/Shop/Products/Entertainment-Lighting/Decolights/LED-Shapes/Pixel-Tube-Set-96"
"OemPxmPx724","0x2874","PXM","Px724","4","4","y","y","http://www.pxm.eu"
"OemLedConSm4","0x2873","LED concept","SWITCHMAN 4","0","4","Y","N","http://ledconcept.ru/artnet_dmx_4_out.html"
"OemLedConSm1","0x2872","LED concept","SWITCHMAN 1","0","1","Y","N","http://ledconcept.ru/artnet-dmx-1-out.html"
"OemLedConSm2a","0x2871","LED concept","SWITCHMAN 2a","0","2","Y","N","http://ledconcept.ru/artnet-dmx-2-out.html"
"OemLedConSm2","0x2870","LED concept","SWITCHMAN 2","0","2","Y","N","http://ledconcept.ru/artnet-dmx-2-out.html"
"OemLedConSm8","0x286f","LED concept","SWITCHMAN 8","0","8","y","n","http://www.ledconcept.ru"
"OemLedConSm11","0x286e","LED concept","SWITCHMAN 1-1","1","1","Y","N","http://www.ledconcept.ru"
"OemLedConSm31","0x286d","LED concept","SWITCHMAN 3-1","1","3","Y","N","http://www.ledconcept.ru"
"OemLedConSm04","0x286c","LED concept","SWITCHMAN 0-4","4","0","Y","N","http://www.ledconcept.ru"
"OemLedConSm41","0x286b","LED concept","SWITCHMAN 4-1","1","4","Y","N","http://www.ledconcept.ru"
"OemLedConSm21","0x286a","LED concept","SWITCHMAN 2-1","1","2","Y","N","http://www.ledconcept.ru"
"OemXiNovNovDmx11","0x2869","Xian NovaStar Tech Co.,Ltd","NOVA-DMX11","1","1","n","n","http://www.novastar-led.com"
"OemStXn2","0x2868","Starlight","XNET-2","2","2","y","y","http://www.starlighting.com.cn/show.asp?id=138"
"OemStXn4","0x2867","Starlight","XNET-4","4","4","y","y","http://www.starlighting.com.cn/show.asp?id=138"
"OemStXn8","0x2866","Starlight","XNET-8","8","8","y","y","http://www.starlighting.com.cn/show.asp?id=138"
"OemThbAmx1","0x2865","Tian Hai BeiFang","AMX","12","12","y","y","http://www.thbf.cn"
"OemAtitNorseWifia","0x2864","atit.no","NorseDMX Wi-Fi Node II","0","1","Y","Y","http://Www.atit.no"
"OemBrightSoundBrightMapa","0x2863","Bright Sound","Bright Mapper","0","0","n","n","http://www.brightsoundllc.com"
"OemVisProdTimeCorea","0x2862","Visual Productions","TimeCore","1","1","n","n","http://www.visualproductions.nl"
"OemVisProdIoCore2a","0x2861","Visual Productions","IoCore2","1","1","y","n","http://www.visualproductions.nl"
"OemDigSpDsl2a","0x2860","Digital Sputnik Lighting OAœ","DSL2","1","1","y","y","http://www.digitalsputnik.com/"
"OemDigSpDsl3a","0x285f","Digital Sputnik Lighting OAœ","DSL3","1","1","y","y","http://www.digitalsputnik.com/"
"OemInfinIw340a","0x285e","Infinity","iW-340","1","1","y","y","http://www.highlite.nl/Shop/Products/Entertainment-Lighting/Moving-Heads/Moving-Heads-Washers/iW-340-RDM"
"OemInfinIw740a","0x285d","Infinity","iW-740","1","1","y","y","http://www.highlite.nl/Shop/Products/Entertainment-Lighting/Moving-Heads/Moving-Heads-Washers/iW-740-RDM"
"OemInfinIw1240a","0x285c","Infinity","iW-1240","1","1","y","y","http://www.highlite.nl/Shop/Products/Entertainment-Lighting/Moving-Heads/Moving-Heads-Washers/iW-1240-RDM"
"OemTitlEdb","0x285b","Total Light","Ether Dual B","2","2","y","y",""
"OemTitlEda","0x285a","Total Light","Ether Dual A","2","2","y","y",""
"OemTitlE8","0x2859","Total Light","Etherstrip 8","0","8","y","n",""
"OemEurolumenS100a","0x2858","Eurolumen(shanghai)Lighting Co.,LTD","s100","8","8","y","y","http://www.eurolumen-light.com"
"OemBigdipBP440BSW","0x2857","Big Dipper Laser Science and Technology Co., Ltd.","BP-440BSW","1","4","y","y","http://www.szdapu.com/en/index.asp"
"OemSmoothD5121","0x2856","SmoothLUX B.V.","SmoothDMX 512","0","1","y","n","http://smoothlux.com"
"OemSmoothD1281","0x2855","SmoothLUX B.V.","SmoothDMX 128","0","1","y","n","http://smoothlux.com"
"OemLightSkyIp2k1","0x2854","LIGHTSKY","IP2000","1","1","Y","Y","http://www.lightsky.com.cn/index.html"
"OemChauvetEpixD2ip1","0x2853","Chauvet Professional","Epix Drive 2000 IP","20","0","n","y","http://www.chauvetprofessional.com"
"OemRobertJulDalis8611","0x2852","ROBERT JULIAT","DALIS 861","1","1","Y","Y","http://www.robertjuliat.com"
"OemRobertJulDalis8621","0x2851","ROBERT JULIAT","DALIS 862","1","1","Y","Y","http://www.robertjuliat.com/"
"OemRobertJulOz11691","0x2850","ROBERT JULIAT","OZ 1169","1","1","Y","Y","http://www.robertjuliat.com"
"OemRobertJulSpotAlice14691","0x284f","ROBERT JULIAT","ALICE 1469","1","1","Y","Y","http://www.robertjuliat.com"
"OemRobertJulSpotMe1","0x284e","ROBERT JULIAT","SpotME","1","1","Y","Y","http://www.robertjuliat.com"
"OemLedSisCloud1","0x284d","LEDsistem Technology LTD","Cloud-Drive","1","1","y","y","http://www.axalight.com"
"OemMlightMidDis1","0x284c","M-Light","Mini Display 16","0","2","y","n","http://www.m-light.fr"
"OemDmliteSol1","0x284b","DMLITE","SOLEIL","1","1","Y","N","http://www.lumosusa.com/"
"OemAyrtonFixNod1","0x284a","AYRTON","AyrtonFixtureNode","0","2","N","Y","http://www.ayrton.eu"
"OemAc3KinStep1","0x2849","AC3 Studio","Kinetic Stepper Interface","32.768","32.768","y","n","http://www.ac3-studio.com/"
"OemRofM21","0x2848","ROF Electronics","Multi2verse","0","2","y","n","http://www.rofelectronics.com/"
"OemRofM61","0x2847","ROF Electronics","Multi6verse","0","6","y","n","http://www.rofelectronics.com/"
"OemRofM81","0x2846","ROF Electronics","Multi8verse","0","8","y","n","http://www.rofelectronics.com/"
"OemRofTnt","0x2845","ROF Electronics","TNT","0","2","y","n","http://www.rofelectronics.com/"
"OemRofBf2","0x2844","ROF Electronics","Big Foot II","0","2","y","n","http://www.rofelectronics.com/"
"OemRofBf4","0x2843","ROF Electronics","Big Foot IV","0","4","y","n","http://www.rofelectronics.com/"
"OemHmdCc5121","0x2842","HMB TEC GmbH","CC512-Pix","512","0","y","n","hmb-tec.de"
"OemLedCoLdp12","0x2841","LED concept","LED PIXEL DIRECTOR 12","0","12","n","n","www.ledconcept.ru"
"OemLedCoLpd16","0x2840","LED concept","LED PIXEL DIRECTOR 16","0","16","n","n","www.ledconcept.ru"
"OemLedCoLpd24","0x283f","LED concept","LED PIXEL DIRECTOR 24","0","24","n","n","www.ledconcept.ru"
"OemColorDrTitanA8Pro","0x283e","Colordreamer Technology Co.,Limited","Titan A8 Pro","0","8","Y","N","www.colordreamer.com"
"OemDigSputDsCon1","0x283d","Digital Sputnik Lighting OÃœ","DS Control DMX","0","0","n","n","http://www.digitalsputnik.com/"
"OemColorDrUpBox1","0x283c","colordreamer","Colordreamer Update Boot","0","0","n","n","www.colordreamer.com"
"OemLightSkyIp31","0x283b","LIGHTSKY","IP3000","4","4","Y","Y","http://www.lightsky.com.cn"
"OemEldeaAuNode1","0x283a","eIdea - Creative Technology","AuNode","0","1","y","n","www.electronic-idea.de"
"OemColorDreamerTitanA8","0x2839","Colordreamer Technology Co.,Limited","Titan A8","0","8","Y","N","www.colordreamer.com"
"OemColorDreamerTitanA4","0x2838","Colordreamer Technology Co.,Limited","Titan A4","0","4","Y","N","www.colordreamer.com"
"OemColorDreamerTitanA2","0x2837","Colordreamer Technology Co.,Limited","Titan A2","0","2","Y","N","www.colordreamer.com"
"OemColorDreamerTitanAS4","0x2836","Colordreamer Technology Co.,Limited","Titan AS4","1","4","Y","N","www.colordreamer.com"
"OemStageEyesTriEng1","0x2835","Stage-Eyes","Tri-Engine","0","0","n","n","WWW.Stage-Eyes.com"
"OemSystemDpbPixRout1","0x2834","Schnick-Schnack-Systems GmbH","DPB Pixel-Router","0","4","y","n","http://schnickschnacksystems.com/en/"
"OemSystemDmxPixRout1","0x2833","Schnick-Schnack-Systems GmbH","DMX Pixel-Router","0","4","y","n","http://schnickschnacksystems.com/en/"
"OemExMachWinDyn1","0x2832","ExMachina","Winch Dynamic","1","0","n","y","www.exmachina.fr"
"OemXingYeDzNsNet11","0x2831","XING YE DIAN ZI","NS-NET01","4","4","y","y","http:\\www.nightstarry.com"
"OemXingYeDzNsNet21","0x2830","XING YE DIAN ZI","NS-NET02","8","8","y","y","http:\\www.nightstarry.com"
"OemXingYeDzNsNet31","0x282f","XING YE DIAN ZI","NS-NET03","16","16","y","y","http:\\www.nightstarry.com"
"OemXingYeDzNsNetOne1","0x282e","XING YE DIAN ZI","NS-NET-ONE","1","1","y","y","http:\\www.nightstarry.com"
"OemDmx4AllSwDev1","0x282d","DMX4ALL GmbH","DMX4ALL SoftwareDevice","64","64","n","n","http:\\www.dmx4all.de"
"OemKuwatEx81","0x282c","kuwatec, Inc.","Ex8","8","8","y","y","http://www.kuwatec.co.jp"
"OemDmx4AllDmxDev1","0x282b","DMX4ALL GmbH","DMX4ALL DMXDevice","4","4","n","n","http:\\www.dmx4all.de"
"OemLedConceptLpd8","0x282a","LED concept","LED Pixel Director 8","0","8","n","n","http:\\www.ledconcept.ru"
"OemLedConceptLpd4","0x2829","LED concept","LED Pixel Director 4","0","4","n","n","http:\\www.ledconcept.ru"
"OemResolArena1","0x2828","Resolume","Arena","32","32","n","n","http:\\www.resolume.com"
"OemInfIm25151","0x2827","Infinity","iM-2515","1","0","y","n","http://www.highlite.nl/Shop/Products/Entertainment-Lighting/Moving-Heads/Moving-Heads-Panels/iM-2515"
"OemInfChimp1001","0x2826","Infinity","Chimp 100","2","2","y","y","http://www.highlite.nl/Shop/Products/Entertainment-Lighting/Lightcontrollers/Fader-Desks/Chimp-100"
"OemInfChimp3001","0x2825","Infinity","Chimp 300","4","4","y","y","http://www.highlite.nl/Shop/Products/Entertainment-Lighting/Lightcontrollers/Fader-Desks/Chimp-300"
"OemInfIpw150L1","0x2824","Infinity","iPW-150 LED Sunpanel","1","0","y","y","http://www.highlite.nl/Shop/Products/Entertainment-Lighting/Blinders/Blinders-DMX/iPW-150-LED-Sunpanel"
"OemInfIs4001","0x2823","Infinity","iS-400","1","0","y","n","http://www.highlite.nl/Shop/Products/Entertainment-Lighting/Moving-Heads/Moving-Heads-Spots/iS-400?product_id=120418"
"OemInfIw19151","0x2822","Infinity","iW-1915 Pixel","1","0","y","n","http://www.highlite.nl/Shop/Products/Entertainment-Lighting/Moving-Heads/Moving-Heads-Washers/iW-1915-Pixel"
"OemShowTecPh300Lm1","0x2821","Showtec","Phantom 300 LED Matrix","1","0","y","n","http://www.highlite.nl/Shop/Products/Entertainment-Lighting/Moving-Heads/Moving-Heads-Panels/Phantom-300-LED-Matrix"
"OemDmtPb252","0x2820","DMT","PixelBatten P25 MKII","1","0","y","n","http://www.highlite.nl/Shop/Products/Audiovisual/LED-Screens/Pixel-Controlled-Shapes/PixelBatten-P25-MKII"
"OemDmtPt252","0x281f","DMT","Pixel Tile P25 MKII","1","0","y","n","http://www.highlite.nl/Shop/Products/Audiovisual/LED-Screens/Pixel-Controlled-Shapes/Pixel-Tile-P25-MKII"
"OemShowTecN1","0x281e","Showtec","Node-1","1","1","y","y","http://www.highlite.nl/Shop/Products/Entertainment-Lighting/Lightcontrollers/DMX-Gear/Node-1"
"OemShowTecWp1","0x281d","Showtec","White-PIX","1","0","y","n","http://www.highlite.nl/Shop/Products/Entertainment-Lighting/Blinders/Blinders-DMX/White-PIX"
"OemColDrTitA16","0x281c","Colordreamer Technology Co.,Limited","Titan A16","0","16","Y","N","http:\\www.colordreamer.com"
"OemShowTecPb801","0x281b","Showtec","Pixel Bubble 80 MKII","1","0","y","n","http://www.highlite.nl/Shop/Products/Entertainment-Lighting/Decolights/LED-Shapes/Pixel-Bubble-80-MKII"
"OemNseNn4","0x281a","NightStarry Electronics Co.,LTD.","Net-Node:4","4","4","y","y","http:\\www.nightstarry.com"
"OemNseNn8","0x2819","NightStarry Electronics Co.,LTD.","Net-Node:8","8","8","y","y","http:\\www.nightstarry.com"
"OemNseNn16","0x2818","NightStarry Electronics Co.,LTD.","Net-Node:16","16","16","y","y","http:\\www.nightstarry.com"
"OemNseNn32","0x2817","NightStarry Electronics Co.,LTD.","Net-Node:32","32","32","y","y","http:\\www.nightstarry.com"
"OemNseNd1","0x2816","NightStarry Electronics Co.,LTD.","Net-Dmx","1","1","y","y","http:\\www.nightstarry.com"
"OemImagCueNev1","0x2815","ImageCue LLC","ImageCue-NEV","0","1","N","N","http://imagecue.lighting"
"OemElatTvl2","0x2814","Elation Lighting","TVL Softlight DW","1","1","Y","N","http://www.elationlighting.eu/en/tvl-softlight-dw.html"
"OemBlsC215508201","0x2813","BLS","c21550820","1","4","y","y",""
"OemElatTvl1","0x2812","Elation Lighting","TVL Panel DW","1","1","y","n","http://www.elationlighting.com/tvl-panel-dw"
"OemElatEpoe2","0x2811","Elation Lighting","eNode 2POE","0","2","y","n","http://www.elationlighting.com"
"OemSteinLedTmhX25Xl1","0x2810","Steinigke Showtechnic GmbH","LED TMH-X25 XL","1","0","Yes","No","http:\\www.steinigke.com"
"OemDmx4AllWpd1","0x280f","DMX4ALL GmbH","DMX4ALL WirelessPixxDevice","0","16","n","n","http:\\www.dmx4all.de"
"OemDmx4AllWdd2","0x280e","DMX4ALL GmbH","DMX4ALL WirelessDevice","1","1","n","n","http:\\www.dmx4all.de"
"OemDmx4AllMud1","0x280d","DMX4ALL GmbH","DMX4ALL MuxDevice","1","1","n","n","http:\\www.dmx4all.de"
"OemDmx4AlllPd1","0x280c","DMX4ALL GmbH","DMX4ALL PlayerDevice","0","16","n","n","http:\\www.dmx4all.de"
"OemDmx4AllPxd1","0x280b","DMX4ALL GmbH","DMX4ALL PixxDevice","0","16","n","n","http:\\www.dmx4all.de"
"OemDmx4AllWdd1","0x280a","DMX4ALL GmbH","Wireless DMX4ALL Device","1","1","n","n","http:\\www.dmx4all.de"
"OemWabIntegrity1","0x2809","W.A.Benjamin Electric Co.","Integrity RDM Conformance Test","0","0","n","y","http:\\www.benjaminelectric.com"
"OemSteinShowMode82","0x2808","Steinigke Showtechnic GmbH","Node 8 MK2","2","8","Y","N","http:\\www.steinigke.com"
"OemJmsAirDmx1","0x2807","JMS Pro Light","AIR2DMX","0","1","y","n","http:\\www.usb2dmx.com"
"OemClayPakySuperSharpy2","0x2806","Clay Paky S.p.A.","SUPERSHARPY²","1","1","y","y","http:\\www.claypaky.it"
"OemElettrolabAvvivoMw1","0x2805","ELETTROLAB Srl","Avvio Mini WiFi","0","1","y","y","http:\\www.elettrolab.it"
"OemElationTvlSoft1","0x2804","Elation Lighting","TVL Softlight DW","1","1","y","n","http:\\www.elationlighting.com"
"OemLychtHub1","0x2803","Lycht","Lycht Hub","6","0","n","n","http:\\www.lycht.com"
"OemLichtGtDmxDis1","0x2802","Licht en Geluid Team","DMXDisplay","1","0","n","n","http:\\www.minkemalgt.nl"
"OemGearSLc1","0x2801","Gearbox Solutions","LC1","0","0","n","n",""
"OemArtOemGateQuad","0x2272","Artistic Licence Engineering Ltd","oemGate quad","0","4","y","y","http:\\www.ArtisticLicence.com"
"OemArtRackLynxOcto","0x2271","Artistic Licence Engineering Ltd","rackLynxOcto","0","8","y","y","http:\\www.ArtisticLicence.com"
"OemArtDownLynxQuad","0x2270","Artistic Licence Engineering Ltd","downLynx quad","0","4","y","y","http:\\www.ArtisticLicence.com"
"OemArtNetLynxQuad","0x226f","Artistic Licence Engineering Ltd","netLynx quad","0","4","y","y","http:\\www.ArtisticLicence.com"
"OemArtArtLynxRj45","0x226e","Artistic Licence Engineering Ltd","artLynx rj45","0","4","y","y","http:\\www.ArtisticLicence.com"
"OemArtPixiLynx4x4","0x226d","Artistic Licence Engineering Ltd","pixiLynx 4x4","0","16","n","y","http:\\www.ArtisticLicence.com"
"OemArtDmxToolBox","0x226c","Artistic Licence Engineering Ltd","DmxToolBox (Input)","1","0","n","n","http:\\www.ArtisticLicence.com"
"OemArtColourTramp1","0x226b","Artistic Licence Engineering Ltd","Colour-Tramp (Input)","1","0","n","n","http:\\www.ArtisticLicence.com"
"OemArtVisual1","0x226a","Artistic Licence Engineering Ltd","visualEyes","0","4","n","y","http:\\www.ArtisticLicence.com"
"OemArtDmxWorkshop1","0x2269","Artistic Licence Engineering Ltd","DMX-Workshop (Input)","0","4","n","y","http:\\www.ArtisticLicence.com"
"OemArtDataLynx2","0x2268","Artistic Licence Engineering Ltd","dataLynx II","0","4","y","y","http:\\www.ArtisticLicence.com"
"OemArtLynxQuad1","0x2267","Artistic Licence Engineering Ltd","artLynx quad","0","4","y","y","http:\\www.ArtisticLicence.com"
"OemArtLightJuiceDm1","0x2266","Artistic Licence Engineering Ltd","lightJuice Dmx","0","1","n","y","http:\\www.ArtisticLicence.com"
"OemArtLightJuiceDl1","0x2265","Artistic Licence Engineering Ltd","lightJuice DALI","0","1","n","y","http:\\www.ArtisticLicence.com"
"OemArtLightJuicePx1","0x2264","Artistic Licence Engineering Ltd","lightJuice PX1","0","1","n","y","http:\\www.ArtisticLicence.com"
"OemArtLightJuiceOl1","0x2263","Artistic Licence Engineering Ltd","lightJuice OL1","0","1","n","y","http:\\www.ArtisticLicence.com"
"OemArtLightJuiceCc3","0x2262","Artistic Licence Engineering Ltd","lightJuice CC2","0","1","n","y","http:\\www.ArtisticLicence.com"
"OemArtLightJuiceDc24","0x2261","Artistic Licence Engineering Ltd","lightJuice DC24","0","1","n","y","http:\\www.ArtisticLicence.com"
"OemArtLightJuiceCv4","0x2260","Artistic Licence Engineering Ltd","lightJuice CV4","0","1","n","y","http:\\www.ArtisticLicence.com"
"OemArtDaliGateQuad","0x225a","Artistic Licence Engineering Ltd","daliGate quad","0","4","y","y","http:\\www.ArtisticLicence.com"
"OemArtDaliGateDuo","0x2259","Artistic Licence Engineering Ltd","daliGate duo","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemArtDaliGateUno","0x2258","Artistic Licence Engineering Ltd","daliGate uno","0","1","y","y","http:\\www.ArtisticLicence.com"
"OemArtAL5003","0x2250","Artistic Licence Engineering Ltd","AL5003","4","4","y","y","http:\\www.ArtisticLicence.com"
"OemArtVersaEthA1","0x2242","Artistic Licence Engineering Ltd","versaSplit EthA","0","1","y","y","http:\\www.ArtisticLicence.com"
"OemArtVersaEthB1","0x2241","Artistic Licence Engineering Ltd","versaSplit EthB","0","1","y","y","http:\\www.ArtisticLicence.com"
"OemArtDvNet","0x2240","Artistic Licence Engineering Ltd","dVnet","4","4","n","y","http:\\www.ArtisticLicence.com"
"OemArtSenseXt","0x2231","Artistic Licence Engineering Ltd","eSense XT","0","0","n","y","http:\\www.ArtisticLicence.com"
"OemArtSense","0x2230","Artistic Licence Engineering Ltd","eSense","0","0","n","y","http:\\www.ArtisticLicence.com"
"OemArtMica","0x2225","Artistic Licence Engineering Ltd","Mica","0","0","n","y","http:\\www.ArtisticLicence.com"
"OemArtOpal","0x2224","Artistic Licence Engineering Ltd","Opal","0","0","n","y","http:\\www.ArtisticLicence.com"
"OemArtGraphite","0x2223","Artistic Licence Engineering Ltd","Graphite","0","0","n","y","http:\\www.ArtisticLicence.com"
"OemArtZircon","0x2222","Artistic Licence Engineering Ltd","Zircon","0","0","n","y","http:\\www.ArtisticLicence.com"
"OemArtQuartz","0x2221","Artistic Licence Engineering Ltd","Quartz","0","0","n","y","http:\\www.ArtisticLicence.com"
"OemArtDiamond","0x2220","Artistic Licence Engineering Ltd","Diamond","0","0","n","y","http:\\www.ArtisticLicence.com"
"OemArtMultiPlay","0x2212","Artistic Licence Engineering Ltd","Multi-Play","4","4","n","y","http:\\www.ArtisticLicence.com"
"OemArtTwoPlayXt","0x2211","Artistic Licence Engineering Ltd","Two-Play XT","4","4","n","y","http:\\www.ArtisticLicence.com"
"OemArtTwoPlay","0x2210","Artistic Licence Engineering Ltd","Two-Play","4","4","n","y","http:\\www.ArtisticLicence.com"
"OemArtMicroScope5","0x2200","Artistic Licence Engineering Ltd","Micro-Scope 5","0","0","n","y","http:\\www.ArtisticLicence.com"
"OemArtE1","0x2170","Artistic Licence Engineering Ltd","Multichrome E1","0","2","n","y","http:\\www.ArtisticLicence.com"
"OemArtMonitorBase","0x2160","Artistic Licence Engineering Ltd","Art-Monitor Base","0","0","n","y","http:\\www.ArtisticLicence.com"
"OemArtE2","0x2150","Artistic Licence Engineering Ltd","Multichrome E2","0","2","n","y","http:\\www.ArtisticLicence.com"
"OemEtherLynxII","0x2140","Artistic Licence Engineering Ltd","Ether-Lynx II","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemArtLynxIp","0x2130","Artistic Licence Engineering Ltd","Art-Lynx IP","2","0","y","n","http:\\www.ArtisticLicence.com"
"OemArtLynxOp","0x2120","Artistic Licence Engineering Ltd","Art-Lynx OP","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemArtBoot","0x2110","Artistic Licence Engineering Ltd","Art-Boot","0","0","y","y","http:\\www.ArtisticLicence.com"
"OemArtMedia","0x2100","Artistic Licence Engineering Ltd","Art-Media","0","0","n","y","http:\\www.ArtisticLicence.com"
"OemArtPipe","0x20f0","Artistic Licence Engineering Ltd","Art-Pipe","0","1","n","y","http:\\www.ArtisticLicence.com"
"OemArtRelay","0x20e0","Artistic Licence Engineering Ltd","Art-Relay","0","1","n","y","http:\\www.ArtisticLicence.com"
"OemArtDemux","0x20d0","Artistic Licence Engineering Ltd","Art-Demux","0","0","n","n","http:\\www.ArtisticLicence.com"
"OemArtPlay","0x20b0","Artistic Licence Engineering Ltd","Art-Play","4","4","n","y","http:\\www.ArtisticLicence.com"
"OemNetLynxIp4","0x20a0","Artistic Licence Engineering Ltd","Net-Lynx IP (G4)","2","0","y","n","http:\\www.ArtisticLicence.com"
"OemUpLynx4","0x2090","Artistic Licence Engineering Ltd","Up-Lynx (G4)","2","0","y","n","http:\\www.ArtisticLicence.com"
"OemRailLynxIp","0x2080","Artistic Licence Engineering Ltd","Rail-Lynx IP","2","0","y","n","http:\\www.ArtisticLicence.com"
"OemCataLynxNtOp","0x2075","Artistic Licence Engineering Ltd","Cata-Lynx OP (G4)","0","4","y","y","http:\\www.ArtisticLicence.com"
"OemCataLynxNtIp","0x2070","Artistic Licence Engineering Ltd","Cata-Lynx IP (G4)","4","0","y","n","http:\\www.ArtisticLicence.com"
"OemDataLynxIp","0x2060","Artistic Licence Engineering Ltd","Data-Lynx IP","2","0","y","n","http:\\www.ArtisticLicence.com"
"OemAL5002","0x2050","Artistic Licence Engineering Ltd","AL5002","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemNetLynxOp4","0x2040","Artistic Licence Engineering Ltd","Net-Lynx OP (G4)","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemDownLynx4","0x2030","Artistic Licence Engineering Ltd","Down-Lynx (G4)","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemRailLynxOp","0x2020","Artistic Licence Engineering Ltd","Rail-Lynx OP","0","0","n","n","http:\\www.ArtisticLicence.com"
"OemDataLynxOp","0x2010","Artistic Licence Engineering Ltd","Data-Lynx OP","0","4","y","y","http:\\www.ArtisticLicence.com"
"OemArtLynxUno","0x2002","Artistic Licence Engineering Ltd","artLynx uno","0","1","y","y","http:\\www.ArtisticLicence.com"
"OemArtLynxDuo","0x2001","Artistic Licence Engineering Ltd","artLynx duo","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemAL5001","0x2000","Artistic Licence Engineering Ltd","AL5001","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemSoundlight4portNode1","0x140c","Soundlight","Soundlight 4port node","0","4","y","y","http://www.dmxrdm.eu"
"Oem0x140b","0x140b","Foshan YiFeng Electric Industrial Co ltd","CA-AN04","4","4","y","y","http://www.acme.com.cn"
"Oem0x140a","0x140a","Foshan YiFeng Electric Industrial Co ltd","CA-AN08","8","8","y","y","http://www.acme.com.cn"
"Oem0x1409","0x1409","Foshan YiFeng Electric Industrial Co ltd","CA-EN28","8","8","y","y","http://www.acme.com.cn"
"Oem0x1408","0x1408","Foshan YiFeng Electric Industrial Co ltd","CA-AN28","2","8","y","y","http://www.acme.com.cn"
"Oem0x1407","0x1407","Foshan YiFeng Electric Industrial Co ltd","CA-EN28S","8","8","y","y","http://www.acme.com.cn"
"Oem0x1406","0x1406","Exalux","Connect-Plus","1","1","y","n","http://www.exalux.eu/"
"Oem0x1405","0x1405","Elation Lighting","eNode8 Pro","1","8","y","n","http://www.elationlighting.com/ProductDetails.aspx?Category=&ItemNumber=1930"
"Oem0x1404","0x1404","Elation Lighting","eNode4","1","4","y","n","http://www.elationlighting.com/ProductDetails.aspx?Category=&ItemNumber=1921"
"Oem0x1403","0x1403","Elation Lighting","TVL Panel DW","1","1","y","n","http://www.elationlighting.com/ProductDetails.aspx?Category=&ItemNumber=2141"
"Oem0x1402","0x1402","RGBlink","Venus X2","0","0","N","N","http://www.rgblink.com"
"Oem0x1401","0x1401","Elation Lighting","TVL Panel DW","1","1","y","n","http://www.elationlighting.com/ProductDetails.aspx?Category=&ItemNumber=2141"
"Oem0x1400","0x1400","DMT","Pixelstrip controller MKII","1","0","n","n","http://www.highlite.nl/Shop/Products/Audiovisual/LED-Screens/Pixel-Controlled-Shapes/Controller-Pixelstrip-MKII"
"Oem0x13ff","0x13ff","LSC Lighting Systems (Aust) Pty. Ltd.","Mantra Lite","0","3","y","y","http://mantralite.lsclighting.com"
"Oem0x13fe","0x13fe","Rosstech Signals","DMXBridge","4","4","y","y","http://www.rosstech.ca"
"Oem0x13fd","0x13fd","Chauvet DJ","DMX-AN","2","2","Y","N","http://www.Chauvetdj.com"
"Oem0x13fc","0x13fc","SRS Light Design","ANGS4","4","4","y","n","http://www.srslight.com"
"Oem0x13fb","0x13fb","Digital Sputnik Lighting","DSL1","1","1","y","y","http://www.digitalsputnik.com/"
"Oem0x13fa","0x13fa","MCSWE  Technologies.INC","MCSWE LUNA 16","16","16","y","n","http://www.mcswe.com"
"Oem0x13f9","0x13f9","MCSWE  Technologies.INC","MCSWE LUNA 8","8","8","y","n","http://www.mcswe.com"
"Oem0x13f8","0x13f8","Imimot Kft","Mitti","1","0","n","n","http://imimot.com/Mitti"
"OemRgbG3Net","0x13f7","RGBlink","G 3 Net","0","0","n","n","http://www.rgblink.com"
"OemRgbVenusX7","0x13f6","RGBlink","Venus X7","0","0","n","n","http://www.rgblink.com"
"OemGzLdt2048","0x13f5","GuangZhou LiDang Technology Co.,Ltd","LD-NET-2028","4","4","y","n","http://WWW.FQ512.COM"
"OemGzLdt1024","0x13f4","GuangZhou LiDang Technology Co.,Ltd","LD-NET-1024","2","2","y","n","http://WWW.FQ512.COM"
"OemInghamHunt1","0x13f3","Ingham Designs LLC","Hunt Node","3","3","y","y","http://www.inghamdesigns.com"
"OemVertBlack1","0x13f2","Vertigo ApS","BlackLED","0","4","y","y","https://github.com/vertigo-dk/BlackLED"
"OemLedtuneAbox1","0x13f1","LEDTUNE.COM","ABOX-01","1","1","y","n","http:\\www.ledtune.com"
"OemBatOemV1","0x13f0","Batmink Ltd","OEMVISAGEVISIONMAPPER","0","4","y","n","http:\\www.batmink.co.uk"
"OemAclWl1","0x13e3","AC Lasers","W-Lux","1","1","y","y","http:\\www.ac-lasers.co.uk"
"OemAclSn1","0x13e2","AC Lasers","SuperNova","1","1","y","y","http:\\www.ac-lasers.co.uk"
